claim,subject,predicate,object_raw,object_text,property_id,confidence,route,mapping_source,semantic_score,relation_phrase,object,nli_premise,evidence_source,sem_top_triple,sem_top_score,sem_evidence,has_evidence,nli_premise_verbalized,nli_entailment,nli_contradiction,nli_neutral,nli_verdict,nli_confidence,label,gold_label,pred_label
"Villa Park hosted a tennis match on August 12, 2012.",Villa Park,host,a tennis match,,,low,semantic_search,none,,host on date,,villa park inception date 1896-01-01,semantic_fallback,villa park --[INCEPTION_DATE]--> 1896-01-01,0.5284,villa park inception date 1896-01-01 | villa park country united kingdom,True,villa park was founded on 1896-01-01.,0.0001,0.7554,0.2446,REFUTES,0.7554,REFUTES,REFUTES,REFUTES
"Kellyanne Conway did not reference the ""Bowling Green massacre"" which never occurred.",Kellyanne Conway,reference,"the ""Bowling Green massacre"" which never occurred",,,low,semantic_search,none,,reference do,,kellyanne conway occupation politician,semantic_fallback,kellyanne conway --[OCCUPATION]--> politician,0.4209,kellyanne conway occupation politician | kellyanne conway occupation political scientist | kellyanne conway award received golden raspberry award for worst supporting actress,True,kellyanne conway is a politician.,0.0004,0.9734,0.0262,REFUTES,0.9734,REFUTES,REFUTES,REFUTES
Connie Nielsen acts on TV.,Connie Nielsen,act,,,,low,semantic_search,none,,act on tv,,connie nielsen occupation television actor,semantic_fallback,connie nielsen --[OCCUPATION]--> television actor,0.8697,connie nielsen occupation television actor | connie nielsen occupation actor | connie nielsen occupation film actor,True,connie nielsen is a television actor.,0.9967,0.0001,0.0032,SUPPORTS,0.9967,SUPPORTS,SUPPORTS,SUPPORTS
Stephen Colbert hosts talk shows.,Stephen Colbert hosts,show,,,,low,semantic_search,none,,show,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Brian Michael Bendis has worked on video games.,Brian Michael Bendis,worked,,,,low,semantic_search,none,,work on video games,,brian michael bendis occupation television producer,semantic_fallback,brian michael bendis --[OCCUPATION]--> television producer,0.6916,brian michael bendis occupation television producer | brian michael bendis occupation television actor | brian michael bendis occupation screenwriter,True,brian michael bendis is a television producer.,0.0067,0.9728,0.0204,REFUTES,0.9728,SUPPORTS,SUPPORTS,REFUTES
Mickey Rourke appeared in a film written by a French noble.,Mickey Rourke,appeared_in,,,,low,semantic_search,none,,appear in a film written by a french noble,,mickey rourke occupation screenwriter,semantic_fallback,mickey rourke --[OCCUPATION]--> screenwriter,0.7406,mickey rourke occupation screenwriter | mickey rourke occupation film producer | mickey rourke occupation character actor,True,mickey rourke is a screenwriter.,0.0041,0.9851,0.0109,REFUTES,0.9851,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Baz Luhrmann's film Australia stars an Australian actress and film director.,Baz Luhrmann's,stars_in,an Australian actress and film director,,,low,semantic_search,none,,star,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Jenna Jameson started acting in 1993.,Jenna Jameson,start,,,,low,semantic_search,none,,start act,,jenna jameson occupation actor,semantic_fallback,jenna jameson --[OCCUPATION]--> actor,0.7489,jenna jameson occupation actor | jenna jameson date of birth 1974-04-09 | jenna jameson occupation pornographic actor,True,jenna jameson is an actor.,0.0001,0.0004,0.9995,NOT_ENOUGH_INFO,0.9995,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Henry II of France does not have three sons.,Henry II,have,three sons,,,low,semantic_search,none,,have,,henry ii occupation monarch,semantic_fallback,henry ii --[OCCUPATION]--> monarch,0.518,henry ii occupation monarch | henry ii date of birth 1133-03-12 | henry ii place of birth le mans,True,henry ii is a monarch.,0.0062,0.0522,0.9416,NOT_ENOUGH_INFO,0.9416,REFUTES,REFUTES,NOT_ENOUGH_INFO
Chaka Khan stopped releasing studio albums after making four of them.,Chaka Khan,stop,,,,low,semantic_search,none,,stop after release,,chaka khan record label warner bros. records,semantic_fallback,chaka khan --[RECORD_LABEL]--> warner bros. records,0.5892,chaka khan record label warner bros. records | chaka khan occupation recording artist | chaka khan record label abc records,True,chaka khan is signed to warner bros. records.,0.0,0.9559,0.0441,REFUTES,0.9559,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Yale University's alumni includes ten U.S. Presidents.,Yale University's,include,ten U.S. Presidents,,,low,semantic_search,none,,include,,yale university's country united states,semantic_fallback,yale university's --[COUNTRY]--> united states,0.6243,yale university's country united states | yale university's inception date 1824-01-01 | yale university's headquarters new haven,True,yale university's is from united states.,0.0001,0.0024,0.9975,NOT_ENOUGH_INFO,0.9975,REFUTES,REFUTES,NOT_ENOUGH_INFO
Joe Wicks is played by Paul Nicholls.,Joe Wicks,played_in,,,,low,semantic_search,none,,play,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Awkward Black Girl was made by Issa Rae.,Awkward Black Girl,make,,,,low,semantic_search,none,,make be,,awkward black girl country of origin united states,semantic_fallback,awkward black girl --[COUNTRY_OF_ORIGIN]--> united states,0.5999,awkward black girl country of origin united states,True,awkward black girl is from of origin united states.,0.0,0.01,0.99,NOT_ENOUGH_INFO,0.99,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Tim McGraw had a supporting role in The Blind Side.,Tim McGraw,have,a supporting role in The Blind Side,,,low,semantic_search,none,,have,,tim mcgraw occupation actor,semantic_fallback,tim mcgraw --[OCCUPATION]--> actor,0.6329,tim mcgraw occupation actor | tim mcgraw occupation singer | tim mcgraw occupation film actor,True,tim mcgraw is an actor.,0.0004,0.0362,0.9634,NOT_ENOUGH_INFO,0.9634,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
James VI and I was a monarch of England.,I,james vi,,,,low,semantic_search,none,,james vi,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
The State of Palestine lays claim to a region on the eastern coast of the Mediterranean Sea.,State of Palestine,lay,claim to a region on the eastern coast of the Mediterranean Sea,,,low,semantic_search,none,,lay,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Meteora is by Linkin Park.,Meteora,be,,,,low,semantic_search,none,,be by person,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Lou Gehrig was voted the greatest first baseman of all time by the Baseball Writers' Association.,Lou Gehrig,vote,the greatest first baseman of all time by the Baseball Writers' Association,,,low,semantic_search,none,,vote the greatest first baseman of all time by the baseball writers' association be,,lou gehrig award received major league baseball most valuable player award,semantic_fallback,lou gehrig --[AWARD_RECEIVED]--> major league baseball most valuable player award,0.7412,lou gehrig award received major league baseball most valuable player award | lou gehrig occupation baseball player | lou gehrig date of birth 1903-06-19,True,lou gehrig has received the major league baseball most valuable player award award.,0.0004,0.0008,0.9988,NOT_ENOUGH_INFO,0.9988,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
The Hanford Site hosts a research center.,Hanford Site,host,a research center,,,low,semantic_search,none,,host,,hanford site country united states,semantic_fallback,hanford site --[COUNTRY]--> united states,0.6512,hanford site country united states | hanford site inception date 1940-01-01,True,hanford site is from united states.,0.0002,0.0002,0.9996,NOT_ENOUGH_INFO,0.9996,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Al Jardine cannot sing.,Al Jardine,sing,,,,low,semantic_search,none,,sing,,al jardine occupation singer,semantic_fallback,al jardine --[OCCUPATION]--> singer,0.5974,al jardine occupation singer | al jardine occupation singer-songwriter | al jardine occupation pianist,True,al jardine is a singer.,0.0001,0.9994,0.0005,REFUTES,0.9994,REFUTES,REFUTES,REFUTES
The United Nations Charter was destroyed in 1945.,United Nations Charter,destroy,,,,low,semantic_search,none,,destroy in date be,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Yale University has had many Chinese alumni.,Yale University,have,many Chinese alumni,,,low,semantic_search,none,,have,,yale university country united states,semantic_fallback,yale university --[COUNTRY]--> united states,0.6346,yale university country united states | yale university industry higher education | yale university inception date 1701-01-01,True,yale university is from united states.,0.0019,0.001,0.9971,NOT_ENOUGH_INFO,0.9971,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Baz Luhrmann's film Australia stars Hugh Jackman.,Baz Luhrmann's,stars_in,Hugh Jackman,,,low,semantic_search,none,,star,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Mickey Rourke appeared in a 2011 film.,Mickey Rourke,appeared_in,,,,low,semantic_search,none,,appear in a 2011 film,,mickey rourke occupation character actor,semantic_fallback,mickey rourke --[OCCUPATION]--> character actor,0.7602,mickey rourke occupation character actor | mickey rourke occupation film producer | mickey rourke date of birth 1952-09-16,True,mickey rourke is a character actor.,0.0002,0.0009,0.9989,NOT_ENOUGH_INFO,0.9989,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
The undergraduate college of Harvard University became coeducational after its merger with Radcliffe College.,college,become,coeducational,,,low,semantic_search,none,,become coeducational after its merger with radcliffe college,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
"Chris Kyle was baptized on April 8, 1974.",Chris Kyle,baptize,,,,low,semantic_search,none,,baptize on date be,,chris kyle date of birth 1974-04-08,semantic_fallback,chris kyle --[DATE_OF_BIRTH]--> 1974-04-08,0.744,chris kyle date of birth 1974-04-08 | chris kyle date of death 2013-02-02 | chris kyle country of citizenship united states,True,chris kyle was born on 1974-04-08.,0.5895,0.004,0.4065,SUPPORTS,0.5895,REFUTES,REFUTES,SUPPORTS
Tylenol is only a brand of clothes.,Tylenol,be,only a brand of clothes,,,low,semantic_search,none,,be only a brand of clothes,,tylenol country united states,semantic_fallback,tylenol --[COUNTRY]--> united states,0.5898,tylenol country united states,True,tylenol is from united states.,0.0002,0.9962,0.0037,REFUTES,0.9962,REFUTES,REFUTES,REFUTES
"Janelle Monáe was conceived on December 1st, 1985.",Janelle Monáe,conceive,,,,low,semantic_search,none,,conceive on date be,,janelle monáe date of birth 1985-12-01,semantic_fallback,janelle monáe --[DATE_OF_BIRTH]--> 1985-12-01,0.8434,janelle monáe date of birth 1985-12-01 | janelle monáe occupation singer | janelle monáe occupation singer-songwriter,True,janelle monáe was born on 1985-12-01.,0.9933,0.0002,0.0065,SUPPORTS,0.9933,REFUTES,REFUTES,SUPPORTS
Rio's only sequel is an American musical comedy show.,Rio,be,an American musical comedy show,,,low,semantic_search,none,,be an american musical comedy show,,rio country brazil,semantic_fallback,rio --[COUNTRY]--> brazil,0.4112,rio country brazil,True,rio is from brazil.,0.0,0.9996,0.0004,REFUTES,0.9996,REFUTES,REFUTES,REFUTES
Joe Walsh was barely inducted in 1998.,Joe Walsh,induct,,,,low,semantic_search,none,,induct in date be,,joe walsh date of birth 1947-11-20,semantic_fallback,joe walsh --[DATE_OF_BIRTH]--> 1947-11-20,0.6046,joe walsh date of birth 1947-11-20 | joe walsh occupation musician | joe walsh occupation singer,True,joe walsh was born on 1947-11-20.,0.0001,0.999,0.0009,REFUTES,0.999,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Anne Rice lived in the US.,Anne Rice,live,,,,low,semantic_search,none,,live in place,,anne rice country of citizenship united states,semantic_fallback,anne rice --[COUNTRY_OF_CITIZENSHIP]--> united states,0.8094,anne rice country of citizenship united states | anne rice occupation writer | anne rice date of birth 1941-10-04,True,anne rice is a citizen of united states.,0.9844,0.0002,0.0154,SUPPORTS,0.9844,SUPPORTS,SUPPORTS,SUPPORTS
Wales is a book.,Wales,be,a book,,,low,semantic_search,none,,be a book,,wales country united kingdom,semantic_fallback,wales --[COUNTRY]--> united kingdom,0.7171,wales country united kingdom | wales inception date 0500-01-01,True,wales is from united kingdom.,0.0007,0.9786,0.0207,REFUTES,0.9786,REFUTES,REFUTES,REFUTES
Danger UXB's leading man is Danger UXB.,UXB,be,Danger UXB,,,low,semantic_search,none,,be danger uxb,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Tinker Tailor Soldier Spy stars Colin Firth and Jonah Hill.,,stars_in,,,,low,semantic_search,none,,star,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Game of Thrones (season 7) will introduce several new cast members like Jim Broadbent and Tom Hopper.,Game,introduce,several new cast members like Jim Broadbent and Tom Hopper,,,low,semantic_search,none,,introduce,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
"Diana, Princess of Wales's father inherited the title of professor emeritus.",Diana,inherit,the title of professor emeritus,,,low,semantic_search,none,,inherit,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Aarhus is located on the east coast of the Jutland peninsula by the Mediterranean Sea.,Aarhus,locate,,,,low,semantic_search,none,,locate on place,,aarhus country denmark,semantic_fallback,aarhus --[COUNTRY]--> denmark,0.7712,aarhus country denmark | aarhus award received european capital of culture | aarhus inception date 0800-01-01,True,aarhus is from denmark.,0.0083,0.0336,0.9581,NOT_ENOUGH_INFO,0.9581,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Rupert Murdoch is the lowest paid employee of News Corporation.,Rupert Murdoch,be,the lowest paid employee of News Corporation,,,low,semantic_search,none,,be the lowest paid employee of news corporation,,rupert murdoch occupation media proprietor,semantic_fallback,rupert murdoch --[OCCUPATION]--> media proprietor,0.6519,rupert murdoch occupation media proprietor | rupert murdoch occupation businessperson | rupert murdoch occupation financier,True,rupert murdoch is a media proprietor.,0.0001,0.0073,0.9926,NOT_ENOUGH_INFO,0.9926,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Kellyanne Conway publicly endorsed Ivanka Trump's clothing brand.,Kellyanne Conway,endorse,Ivanka Trump's clothing brand,,,low,semantic_search,none,,endorse,,kellyanne conway occupation politician,semantic_fallback,kellyanne conway --[OCCUPATION]--> politician,0.5759,kellyanne conway occupation politician | kellyanne conway occupation political adviser | kellyanne conway occupation campaign manager,True,kellyanne conway is a politician.,0.0004,0.0024,0.9971,NOT_ENOUGH_INFO,0.9971,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Joe Rogan pitched an American baseball sitcom.,Joe Rogan,pitch,an American baseball sitcom,,,low,semantic_search,none,,pitch,,joe rogan occupation television producer,semantic_fallback,joe rogan --[OCCUPATION]--> television producer,0.7002,joe rogan occupation television producer | joe rogan occupation actor | joe rogan date of birth 1967-08-11,True,joe rogan is a television producer.,0.0003,0.0783,0.9214,NOT_ENOUGH_INFO,0.9214,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Meteora is Linkin Park's second studio album.,Meteora,be,Linkin Park's second studio album,,,low,semantic_search,none,,be linkin park's second studio album,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
"Tim Roth graduated college on May 14th, 1961.",Tim Roth,graduate,college,,,low,semantic_search,none,,graduate on date,,tim roth date of birth 1961-05-14,semantic_fallback,tim roth --[DATE_OF_BIRTH]--> 1961-05-14,0.7982,tim roth date of birth 1961-05-14 | tim roth occupation actor | tim roth occupation television producer,True,tim roth was born on 1961-05-14.,0.0002,0.9946,0.0052,REFUTES,0.9946,REFUTES,REFUTES,REFUTES
Chaka Khan had a crossover hit featuring a singer.,Chaka Khan,have,,,,low,semantic_search,none,,have hit,,chaka khan occupation singer,semantic_fallback,chaka khan --[OCCUPATION]--> singer,0.8248,chaka khan occupation singer | chaka khan occupation singer-songwriter | chaka khan occupation recording artist,True,chaka khan is a singer.,0.0001,0.0003,0.9996,NOT_ENOUGH_INFO,0.9996,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Tiber Oil Field is operated by BP as of 2008.,Tiber Oil Field,operate,,,,low,semantic_search,none,,operate as,,tiber oil field country united states,semantic_fallback,tiber oil field --[COUNTRY]--> united states,0.7496,tiber oil field country united states,True,tiber oil field is from united states.,0.0001,0.0017,0.9982,NOT_ENOUGH_INFO,0.9982,REFUTES,REFUTES,NOT_ENOUGH_INFO
The Chrysler Building is taller than the Empire State Building.,Chrysler Building,be,taller than the Empire State Building,,,low,semantic_search,none,,be taller than the empire state building,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Tom DeLonge formed a band in college.,Tom DeLonge,formed,a band in college,,,low,semantic_search,none,,form,,tom delonge occupation singer,semantic_fallback,tom delonge --[OCCUPATION]--> singer,0.8168,tom delonge occupation singer | tom delonge occupation singer-songwriter | tom delonge genre pop-punk,True,tom delonge is a singer.,0.0008,0.0002,0.9991,NOT_ENOUGH_INFO,0.9991,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Duff McKagan likes music.,Duff McKagan,like,music,,,low,semantic_search,none,,like,,duff mckagan occupation musician,semantic_fallback,duff mckagan --[OCCUPATION]--> musician,0.8302,duff mckagan occupation musician | duff mckagan genre hard rock | duff mckagan occupation bassist,True,duff mckagan is a musician.,0.9444,0.0002,0.0554,SUPPORTS,0.9444,NOT ENOUGH INFO,NOT_ENOUGH_INFO,SUPPORTS
Aarhus is 187 km southeast of Copenhagen.,Aarhus,be,187 km southeast of Copenhagen,,,low,semantic_search,none,,be 187 km southeast of copenhagen,,aarhus country denmark,semantic_fallback,aarhus --[COUNTRY]--> denmark,0.7965,aarhus country denmark | aarhus award received european capital of culture | aarhus inception date 0800-01-01,True,aarhus is from denmark.,0.0004,0.0005,0.9991,NOT_ENOUGH_INFO,0.9991,REFUTES,REFUTES,NOT_ENOUGH_INFO
The Apple II was designed by Steve Wozniak.,Apple II,design,,,,low,semantic_search,none,,design be,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Brian Michael Bendis has worked on a cruise liner.,Brian Michael Bendis,worked,,,,low,semantic_search,none,,work on a cruise liner,,brian michael bendis occupation television producer,semantic_fallback,brian michael bendis --[OCCUPATION]--> television producer,0.6308,brian michael bendis occupation television producer | brian michael bendis occupation screenwriter | brian michael bendis occupation television actor,True,brian michael bendis is a television producer.,0.0,0.9993,0.0006,REFUTES,0.9993,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Ashley Cole plays solely for the Houston Rockets.,Ashley Cole,played_in,,,,low,semantic_search,none,,play for the houston rockets,,ashley cole occupation association football player,semantic_fallback,ashley cole --[OCCUPATION]--> association football player,0.667,ashley cole occupation association football player | ashley cole date of birth 1980-12-20 | ashley cole occupation association football coach,True,ashley cole is an association football player.,0.0001,0.9972,0.0028,REFUTES,0.9972,REFUTES,REFUTES,REFUTES
The Hanford Site hosts a commercial nuclear power plant.,Hanford Site,host,a commercial nuclear power plant,,,low,semantic_search,none,,host,,hanford site country united states,semantic_fallback,hanford site --[COUNTRY]--> united states,0.6361,hanford site country united states | hanford site inception date 1940-01-01,True,hanford site is from united states.,0.0007,0.0008,0.9985,NOT_ENOUGH_INFO,0.9985,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
The United Nations Charter was drafted in 1945.,United Nations Charter,draft,,,,low,semantic_search,none,,draft in date be,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Aleister Crowley refused to be an occultist.,Aleister Crowley,refuse,,,,low,semantic_search,none,,refuse be,,aleister crowley date of death 1947-12-01,semantic_fallback,aleister crowley --[DATE_OF_DEATH]--> 1947-12-01,0.5534,aleister crowley date of death 1947-12-01 | aleister crowley occupation writer | aleister crowley date of birth 1875-10-12,True,aleister crowley died on 1947-12-01.,0.0002,0.9987,0.0012,REFUTES,0.9987,REFUTES,REFUTES,REFUTES
Bradley Fuller is the co-owner of Platinum Dunes.,Bradley Fuller,be,the coowner of Platinum Dunes,,,low,semantic_search,none,,be the coowner of platinum dunes,,bradley fuller occupation beach volleyball player,semantic_fallback,bradley fuller --[OCCUPATION]--> beach volleyball player,0.5662,bradley fuller occupation beach volleyball player | bradley fuller date of birth 1995-10-13,True,bradley fuller is a beach volleyball player.,0.0001,0.0251,0.9747,NOT_ENOUGH_INFO,0.9747,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Henry VIII (TV serial) stars a model who was born in 1957.,Henry VIII,stars_in,a model who was born in 1957,,,low,semantic_search,none,,star,,henry viii date of birth 1491-07-07,semantic_fallback,henry viii --[DATE_OF_BIRTH]--> 1491-07-07,0.5459,henry viii date of birth 1491-07-07 | henry viii occupation monarch | henry viii country of citizenship kingdom of england,True,henry viii was born on 1491-07-07.,0.0,0.9996,0.0004,REFUTES,0.9996,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Ludwig van Beethoven was a baseball player.,Ludwig van Beethoven,be,a baseball player,,,low,semantic_search,none,,be a baseball player,,ludwig van beethoven occupation composer,semantic_fallback,ludwig van beethoven --[OCCUPATION]--> composer,0.7382,ludwig van beethoven occupation composer | ludwig van beethoven date of death 1827-03-26 | ludwig van beethoven date of birth 1770-12-16,True,ludwig van beethoven is a composer.,0.0,0.9997,0.0002,REFUTES,0.9997,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Soyuz was planned in the 1960s.,Soyuz,plan,,,,low,semantic_search,none,,plan in date be,,soyuz inception date 1988-01-01,semantic_fallback,soyuz --[INCEPTION_DATE]--> 1988-01-01,0.6384,soyuz inception date 1988-01-01 | soyuz country russia | soyuz headquarters moscow,True,soyuz was founded on 1988-01-01.,0.0006,0.8354,0.164,REFUTES,0.8354,NOT ENOUGH INFO,NOT_ENOUGH_INFO,REFUTES
Awkward Black Girl was created by a Brit.,Awkward Black Girl,create,,,,low,semantic_search,none,,create be,,awkward black girl country of origin united states,semantic_fallback,awkward black girl --[COUNTRY_OF_ORIGIN]--> united states,0.7271,awkward black girl country of origin united states,True,awkward black girl is from of origin united states.,0.0,0.9992,0.0007,REFUTES,0.9992,REFUTES,REFUTES,REFUTES
Aarhus is the second-largest city in Denmark as of 2002.,Aarhus,be,the second-largest city in Denmark,,,low,semantic_search,none,,be the second-largest city in denmark as,,aarhus country denmark,semantic_fallback,aarhus --[COUNTRY]--> denmark,0.7372,aarhus country denmark | aarhus award received european capital of culture | aarhus inception date 0800-01-01,True,aarhus is from denmark.,0.0002,0.0004,0.9994,NOT_ENOUGH_INFO,0.9994,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Annette Badland was in a BBC series.,Annette Badland,be,,,,low,semantic_search,none,,be in a bbc series,,annette badland occupation actor,semantic_fallback,annette badland --[OCCUPATION]--> actor,0.8087,annette badland occupation actor | annette badland occupation film actor | annette badland date of birth 1950-08-26,True,annette badland is an actor.,0.0004,0.0003,0.9993,NOT_ENOUGH_INFO,0.9993,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Tom DeLonge formed a band in Nebraska.,Tom DeLonge,formed,a band,,,low,semantic_search,none,,form in place,,tom delonge occupation singer,semantic_fallback,tom delonge --[OCCUPATION]--> singer,0.7928,tom delonge occupation singer | tom delonge occupation singer-songwriter | tom delonge genre pop-punk,True,tom delonge is a singer.,0.0001,0.3077,0.6921,NOT_ENOUGH_INFO,0.6921,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Danger UXB tells the life story of Anthony Andrews.,UXB,tell,the life story of Anthony Andrews,,,low,semantic_search,none,,tell,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
Christa McAuliffe taught at Oak Ridge High School.,Christa McAuliffe,teach,,,,low,semantic_search,none,,teach at place,,christa mcauliffe occupation teacher,semantic_fallback,christa mcauliffe --[OCCUPATION]--> teacher,0.7968,christa mcauliffe occupation teacher | christa mcauliffe date of birth 1948-09-02 | christa mcauliffe occupation astronaut,True,christa mcauliffe is a teacher.,0.0004,0.0001,0.9995,NOT_ENOUGH_INFO,0.9995,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Bhagat Singh was not executed.,Bhagat Singh,execute,,,,low,semantic_search,none,,execute be,,bhagat singh occupation researcher,semantic_fallback,bhagat singh --[OCCUPATION]--> researcher,0.4317,bhagat singh occupation researcher,True,bhagat singh is a researcher.,0.6491,0.2237,0.1273,SUPPORTS,0.6491,REFUTES,REFUTES,SUPPORTS
Bad Romance was the second best-selling single of all time.,Bad Romance,be,the second best-selling single of all time,,,low,semantic_search,none,,be the second best-selling single of all time,,bad romance award received snep platinum single,semantic_fallback,bad romance --[AWARD_RECEIVED]--> snep platinum single,0.6196,bad romance award received snep platinum single | bad romance record label sony group | bad romance record label cherrytree records,True,bad romance has received the snep platinum single award.,0.0001,0.0007,0.9992,NOT_ENOUGH_INFO,0.9992,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
The Millers aired exclusively on NBC.,Millers,air,,,,low,semantic_search,none,,air on organization,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,REFUTES,REFUTES,NOT_ENOUGH_INFO
There is a Ghibli film called Princess Mononoke.,,be,mononoke,mononoke,P39,medium,semantic_search,rule,,,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Tim McGraw had a supporting role in Friday Night Lights as Kevin.,Tim McGraw,have,a supporting role,,,low,semantic_search,none,,have in friday night lights as person,,tim mcgraw occupation actor,semantic_fallback,tim mcgraw --[OCCUPATION]--> actor,0.574,tim mcgraw occupation actor | tim mcgraw occupation film actor | tim mcgraw occupation singer,True,tim mcgraw is an actor.,0.0002,0.0021,0.9977,NOT_ENOUGH_INFO,0.9977,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Noel Fisher portrayed Harry Potter.,Noel Fisher,portrayed,Harry Potter,,,low,semantic_search,none,,portray,,noel fisher occupation actor,semantic_fallback,noel fisher --[OCCUPATION]--> actor,0.7667,noel fisher occupation actor | noel fisher occupation film actor | noel fisher occupation television actor,True,noel fisher is an actor.,0.0003,0.0013,0.9983,NOT_ENOUGH_INFO,0.9983,NOT ENOUGH INFO,NOT_ENOUGH_INFO,NOT_ENOUGH_INFO
Vanisri stars in Daag.,,stars_in,,,,low,semantic_search,none,,star in place,,,semantic_fallback,,,,False,,,,,NOT_ENOUGH_INFO,,SUPPORTS,SUPPORTS,NOT_ENOUGH_INFO
Ralph Fults was associated with no criminal organizations.,Ralph Fults,associate,,,,low,semantic_search,none,,associate with no criminal organizations be,,ralph fults date of death 1993-03-16,semantic_fallback,ralph fults --[DATE_OF_DEATH]--> 1993-03-16,0.5504,ralph fults date of death 1993-03-16 | ralph fults occupation bank robber | ralph fults date of birth 1911-01-23,True,ralph fults died on 1993-03-16.,0.0003,0.0047,0.995,NOT_ENOUGH_INFO,0.995,REFUTES,REFUTES,NOT_ENOUGH_INFO
